"states","indicator","items","sex","Unit","Date","Value"
"Ondo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","14141"
"Ondo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","4650"
"Ondo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","685194"
"Ondo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","419385"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","252165"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","172540"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","221028"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","207791"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","224392"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","252677"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","385959"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","885173"
"Ogun","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","1167586"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","325379"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","653572"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","1463"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","3543"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","16193"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","45080"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","1346"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","30511"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","540793"
"Ogun","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","434880"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","267200"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","98182"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","215354"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","96328"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","244952"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","227021"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","264803"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","688732"
"Niger","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","932693"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","265946"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","695365"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","1864"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","7447"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","1094"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","413475"
"Niger","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","236233"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","151255"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","106369"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","113255"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","86195"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","113056"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","109673"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","74548"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","453493"
"Nassarawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","437678"
"Nassarawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","135368"
"Nassarawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","262722"
"Nassarawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","1745"
"Nassarawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","1148"
"Nassarawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","318125"
"Nassarawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","172063"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","474772"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","394881"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","383347"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","515910"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","449258"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","621846"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","614430"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","2007409"
"Lagos","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","1877813"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","408232"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","804572"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","4096"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","3803"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","2385"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","13590"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","4361"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","1577688"
"Lagos","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","1066496"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","152116"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","88073"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","87994"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","70082"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","93938"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","82111"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","85620"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","392382"
"Kwara","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","475547"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","101095"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","217846"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","2055"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","9461"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","9931"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","2470"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","2876"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","277302"
"Kwara","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","244893"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","252461"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","184934"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","228523"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","193054"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","174886"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","161752"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","178035"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","792201"
"Kogi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","782481"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","141108"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","314518"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","1445"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","2895"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","9463"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","649648"
"Kogi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","455605"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","235505"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","151180"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","211211"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","128030"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","182871"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","221556"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","189865"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","736272"
"Kebbi","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","753931"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","317789"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","644868"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","2239"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","9720"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","2752"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","3846"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","409645"
"Kebbi","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","99343"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","315982"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","248073"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","231228"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","156284"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","162944"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","187881"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","183492"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","908220"
"Imo","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","852648"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","74533"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","251388"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","1200"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","9530"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","1837"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","1658"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","3663"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","819085"
"Imo","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","586408"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","256903"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","203872"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","224065"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","160642"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","169426"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","227471"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","262924"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","848888"
"Jigawa","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","900215"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","357442"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","692158"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","9581"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","4640"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","9258"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","3306"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","472607"
"Jigawa","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","200110"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","433077"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","272060"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","377149"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","289847"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","354633"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","381836"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","431150"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","1376819"
"Kaduna","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","1630387"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","508846"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","1111650"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","4615"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","4806"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","13172"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","4426"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","6490"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","845760"
"Kaduna","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","507442"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","586731"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","288391"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","419971"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","267608"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","563393"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","445870"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","605829"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","1588600"
"Kano","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","2064070"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","573552"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","1613921"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Female","","2012","15616"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","2854"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","2772"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Male","","2012","8763"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","13189"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","1003431"
"Kano","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","418573"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","15 - 19","Male","","2012","402582"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Male","","2012","240887"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","20 - 24","Female","","2012","246096"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Male","","2012","210855"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","25 - 29","Female","","2012","238363"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Male","","2012","223589"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","30 - 35","Female","","2012","321195"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Male","","2012","1077913"
"Katsina","DISTRIBUTION OF YOUTH BY AGE GROUP AND SEX","National","Female","","2012","1095813"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Male","","2012","368020"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Married","Female","","2012","893054"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Divorced","Male","","2012","1540"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Male","","2012","5007"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Seperated","Female","","2012","2846"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Widowed","Female","","2012","3213"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Male","","2012","703345"
"Katsina","DISTRIBUTIION OF YOUTH BY MARITAL STATUS AND SEX","Single","Female","","2012","196699"
